,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
274,Byron Bay,80,AU,1576300502,69,-28.65,153.62,302.43,5.1
275,Wainwright,97,CA,1576301353,95,52.84,-110.86,256.69,3.31
276,Norman Wells,20,CA,1576301353,67,65.28,-126.83,241.15,1.0
277,Nouadhibou,29,MR,1576301353,62,20.93,-17.03,288.15,6.7
278,Hofn,0,IS,1576301353,62,64.25,-15.21,270.15,6.31
279,Sesheke,88,NA,1576301354,69,-17.47,24.29,296.15,2.1
280,Tezu,20,IN,1576301354,35,27.93,96.16,296.42,1.91
281,Porto Novo,75,BR,1576301354,83,-23.68,-45.44,294.15,2.1
282,Havoysund,5,NO,1576301354,79,71.0,24.66,269.15,3.6
283,Gandajika,100,CD,1576301355,92,-6.75,23.95,295.93,0.04
284,Lorengau,73,PG,1576301355,73,-2.02,147.27,302.28,5.06
285,Port Blair,13,IN,1576301355,72,11.67,92.75,300.23,7.58
286,Labytnangi,67,RU,1576301356,98,66.66,66.39,251.0,1.5
287,Ulvik,100,NO,1576301356,84,60.57,6.92,273.18,1.34
288,La Paz,5,MX,1576301356,93,24.15,-110.32,287.68,2.6
289,Amroha,55,IN,1576301356,64,28.91,78.47,291.27,3.94
290,Bathurst,30,AU,1576301357,28,-33.42,149.58,299.26,7.6
291,Pangnirtung,99,CA,1576301357,92,66.15,-65.72,246.87,2.31
292,Rawson,0,AR,1576301357,49,-43.3,-65.11,289.08,10.95
293,Nizhnevartovsk,40,RU,1576301357,84,60.93,76.58,260.15,3.0
294,Shimoda,20,JP,1576301357,44,34.7,138.93,288.79,9.8
295,Qaqortoq,0,GL,1576301358,32,60.72,-46.03,269.15,2.6
296,Fairbanks,1,US,1576301315,84,64.84,-147.72,257.42,0.83
297,Chara,90,GR,1576301358,100,39.42,22.43,283.72,0.72
298,Dingle,64,PH,1576301358,84,11.0,122.67,300.36,5.4
299,Urozhaynoye,92,RU,1576301359,92,47.7,142.03,268.04,3.06
300,Shingu,20,JP,1576301359,63,33.72,135.99,289.15,3.6
301,Cayenne,90,GF,1576301359,88,4.94,-52.33,299.15,1.5
302,Pozo Colorado,52,PY,1576301359,59,-23.49,-58.8,300.49,2.45
303,Tynda,1,RU,1576301359,95,55.15,124.74,253.13,0.93
304,Novyye Burasy,25,RU,1576301360,86,52.13,46.08,263.15,0.45
305,Rocha,80,UY,1576301093,70,-34.48,-54.34,284.39,3.66
306,Constitucion,0,MX,1576301360,34,23.99,-104.67,284.26,2.68
307,Kerrville,1,US,1576301360,81,30.05,-99.14,283.5,5.58
308,Yar-Sale,8,RU,1576301361,99,66.83,70.83,246.62,1.53
309,Rongcheng,95,CN,1576301361,50,37.16,122.42,278.66,5.74
310,Zaozerne,46,UA,1576301361,92,51.37,23.94,275.71,5.05
311,Vallenar,0,CL,1576301361,85,-28.58,-70.76,286.57,1.31
312,Broome,91,GB,1576301361,86,52.47,1.45,277.38,6.2
313,Auki,70,NG,1576301362,16,12.18,6.51,288.84,5.67
314,Inta,100,RU,1576301362,92,66.04,60.13,264.81,5.74
315,Setermoen,59,NO,1576301362,83,68.86,18.35,260.89,7.7
316,Hamilton,75,CA,1576301185,86,43.26,-79.87,275.2,2.6
317,Lagos,20,NG,1576301366,94,6.46,3.39,298.15,1.0
318,Kampene,77,CD,1576301366,93,-3.59,26.67,296.15,0.21
319,Bathsheba,75,BB,1576301366,88,13.22,-59.52,297.15,3.6
320,Katsuura,40,JP,1576301367,42,33.93,134.5,289.39,7.7
321,Batemans Bay,82,AU,1576301367,70,-35.71,150.18,293.71,0.45
322,Pochutla,51,MX,1576301367,88,15.74,-96.47,298.15,2.09
323,Matagami,32,NG,1576301367,17,9.67,8.4,292.24,2.51
324,Kindu,100,CD,1576301367,97,-2.95,25.92,294.52,0.65
325,Lamu,22,CN,1576301368,31,35.77,102.37,275.95,1.83
326,Opuwo,64,NA,1576301368,16,-18.06,13.84,300.26,1.51
327,Kunyang,0,CN,1576301368,23,27.66,120.56,292.04,3.04
328,Gayny,100,RU,1576301368,96,60.3,54.33,266.87,2.55
329,Comodoro Rivadavia,50,AR,1576301368,47,-45.87,-67.48,287.15,6.7
330,Okha,42,RU,1576301369,95,53.59,142.95,252.48,4.31
331,Minab,0,IR,1576301369,64,27.15,57.07,294.15,2.1
332,Lanzhou,0,CN,1576301369,32,36.06,103.82,276.15,2.0
333,Piracicaba,90,BR,1576301369,78,-22.73,-47.65,295.7,4.1
334,Misawa,75,JP,1576301370,93,40.75,141.38,277.28,4.6
335,Hovd,90,NO,1576301370,56,63.83,10.7,277.51,14.4
336,Kandrian,98,PG,1576301370,91,-6.21,149.55,299.38,1.71
337,Aklavik,20,CA,1576301371,69,68.22,-135.01,248.15,3.6
338,Seddon,90,AU,1576301371,60,-37.81,144.89,292.6,5.1
339,Tocopilla,0,CL,1576301207,29,-22.09,-70.2,284.97,1.93
340,Ler,100,NO,1576301371,56,63.2,10.3,276.95,14.4
341,Itanhem,65,BR,1576301371,95,-17.17,-40.33,292.25,1.09
342,Bad Camberg,90,DE,1576301372,93,50.3,8.27,276.8,4.6
343,Salitrillo,0,MX,1576301372,61,18.9,-100.56,291.88,1.51
344,Taoudenni,55,ML,1576301372,23,22.68,-3.98,286.72,3.22
345,Sidi Ali,0,DZ,1576301372,90,36.1,0.42,284.81,3.55
346,Kalmunai,72,LK,1576301372,77,7.42,81.82,301.02,7.84
347,Kahului,1,US,1576301373,57,20.89,-156.47,297.15,7.7
348,Mecca,97,SA,1576301226,41,21.43,39.83,297.16,0.8
349,Tumaco,100,CO,1576301246,84,1.8,-78.82,298.86,7.43
350,Calama,0,CL,1576301167,37,-22.46,-68.93,284.15,2.1
351,Edd,0,ER,1576301374,35,13.93,41.69,304.28,0.88
352,Saint George,90,GR,1576301374,100,39.45,22.34,283.81,0.72
353,Torbay,40,CA,1576301374,67,47.66,-52.73,265.5,4.1
354,Udachnyy,100,RU,1576301374,75,66.42,112.4,248.15,1.0
355,Port Arthur,90,US,1576301374,100,29.9,-93.93,286.25,2.54
356,Mangrol,0,IN,1576301375,51,25.33,76.51,294.18,3.2
357,Galeana,0,MX,1576301375,48,24.83,-100.08,273.15,0.45
358,Berlevag,20,NO,1576301375,75,70.86,29.09,274.75,7.42
359,Poykovskiy,75,RU,1576301375,91,61.23,73.33,256.15,2.0
360,Chor,0,PK,1576301376,33,25.52,69.77,296.68,4.85
361,Danshui,0,CN,1576301376,64,22.81,114.46,297.57,3.0
362,La Macarena,43,CO,1576301376,89,2.18,-73.79,294.79,1.12
363,Winnemucca,90,US,1576301376,75,40.97,-117.74,278.85,4.1
364,Lagoa,75,PT,1576301376,100,37.14,-8.45,286.3,2.93
365,Sabang,33,PH,1576301377,78,13.8,121.11,302.59,4.02
366,Ilulissat,82,GL,1576301377,56,69.22,-51.1,262.15,5.1
367,Bayonet Point,90,US,1576301378,100,28.33,-82.68,294.36,1.5
368,Axim,66,GH,1576301378,92,4.87,-2.24,297.22,0.27
369,Yulara,0,AU,1576301378,10,-25.24,130.99,308.15,6.2
370,Belyy Yar,100,RU,1576301378,74,53.6,91.39,272.15,3.0
371,Sur,0,OM,1576301378,51,22.57,59.53,298.11,3.04
372,Bermejo,97,AR,1576301379,84,-22.73,-64.34,293.78,0.76
373,Faya,28,SA,1576301379,82,18.39,42.45,288.66,1.7
374,Saint-Joseph,0,FR,1576301379,58,43.56,6.97,284.5,9.8
375,Derzhavinsk,62,KZ,1576301379,87,51.1,66.31,260.51,1.26
376,Tonantins,29,BR,1576301380,96,-2.86,-67.77,295.88,0.54
377,Talcher,0,IN,1576301380,53,20.95,85.21,299.53,1.82
378,Grand-Santi,48,GF,1576301380,99,4.27,-54.38,295.14,0.75
379,Colomi,40,BO,1576301380,58,-17.34,-65.87,288.15,1.5
380,Poya,33,NC,1576301381,68,-21.35,165.16,298.15,4.85
381,Ankazoabo,52,MG,1576301381,69,-22.29,44.51,299.49,3.4
382,Ust-Kuyga,23,RU,1576301382,94,70.0,135.55,235.79,3.19
383,Luanda,75,AO,1576301382,78,-8.83,13.24,298.15,1.5
384,Kedrovyy,40,RU,1576301382,79,56.17,91.82,268.15,4.0
385,Sao Gabriel da Cachoeira,30,BR,1576301382,98,-0.13,-67.09,295.77,0.64
386,Tanout,0,NE,1576301383,14,14.97,8.88,286.12,5.58
387,Araguari,20,BR,1576301383,88,-18.65,-48.19,293.15,4.6
388,Belaya Gora,100,RU,1576301383,98,68.54,146.19,245.28,1.01
389,Najran,20,SA,1576301383,49,17.54,44.22,293.15,2.1
390,Yumen,43,CN,1576301383,30,40.29,97.04,273.67,7.27
391,Carutapera,3,BR,1576301384,80,-1.2,-46.02,300.98,6.41
392,Mogadishu,40,SO,1576301268,69,2.04,45.34,301.15,4.6
393,Manggar,0,ID,1576301384,69,-2.88,108.27,301.65,2.62
394,Deputatskiy,86,RU,1576301384,95,69.3,139.9,241.33,0.61
395,Pangai,20,TO,1576301385,83,-19.8,-174.35,301.15,6.2
396,Doctor Juan Leon Mallorquin,53,PY,1576301385,94,-25.4,-55.27,295.15,1.67
397,Manaus,100,BR,1576301385,94,-3.13,-59.98,298.15,0.5
398,Santa Rosa,98,AR,1576301386,23,-36.62,-64.29,294.2,3.52
399,Ferrol,40,ES,1576301386,82,43.48,-8.23,286.05,5.7
400,Canguaretama,40,BR,1576301387,74,-6.38,-35.14,299.15,4.1
401,Mananjary,80,MG,1576301387,68,-19.16,46.8,297.1,1.27
402,Carcassonne,75,FR,1576301388,76,43.21,2.35,286.24,9.8
403,Maragheh,75,IR,1576301388,100,37.39,46.24,276.15,1.0
404,Carbonia,20,IT,1576301388,72,39.17,8.53,285.87,10.8
405,Millau,90,FR,1576301388,93,44.1,3.08,283.15,11.3
406,Mana,63,NG,1576301389,13,13.03,5.27,288.16,4.33
407,Verkhnyaya Inta,100,RU,1576301389,91,65.99,60.32,264.96,4.63
408,Tura,100,RU,1576301179,92,64.27,100.22,257.41,2.05
409,Lahaina,1,US,1576301389,57,20.87,-156.68,297.43,7.7
410,Zhangjiakou,34,CN,1576301390,43,40.77,114.88,268.31,3.53
411,Mlonggo,20,ID,1576301390,59,-6.53,110.7,305.89,5.1
412,Lavrentiya,83,RU,1576301390,93,65.58,-170.99,267.57,7.09
413,Lazaro Cardenas,0,MX,1576301390,65,28.39,-105.62,283.15,1.34
414,Colares,75,PT,1576301390,100,38.8,-9.45,285.74,1.5
415,San Fernando,75,TT,1576301391,88,10.28,-61.46,297.07,2.6
416,Pemberton,32,AU,1576301391,18,-34.44,116.03,311.97,1.79
417,Kamenka,85,MD,1576301391,92,48.03,28.7,273.15,1.34
418,Tete,75,MZ,1576301391,83,-16.16,33.59,299.15,2.6
419,Anloga,20,GH,1576301392,94,5.79,0.9,297.15,1.0
420,Mount Vernon,90,US,1576301392,93,38.73,-77.1,278.55,2.1
421,Mildura,71,AU,1576301392,26,-34.18,142.16,301.66,4.6
422,Japura,100,ID,1576301392,89,-0.42,102.29,298.9,2.23
423,Namibe,60,AO,1576301393,73,-15.19,12.15,296.59,3.69
424,Itaituba,35,BR,1576301393,98,-4.26,-55.99,295.21,0.84
425,Meulaboh,51,ID,1576301393,71,4.14,96.13,300.42,1.87
426,Santa Ines,75,EC,1576301393,76,-0.82,-78.63,282.01,0.83
427,Yunhe,0,CN,1576301393,42,28.12,119.57,290.21,1.76
428,Novovasylivka,100,UA,1576301394,89,48.2,37.04,276.38,7.99
429,Nikolsk,49,RU,1576301394,90,59.53,45.45,266.97,2.84
430,Loiza,75,PR,1576301394,83,18.43,-65.88,296.39,2.1
431,Colorado Springs,1,US,1576301244,50,38.83,-104.83,270.37,2.1
432,La Ciotat,39,FR,1576301395,87,43.17,5.6,281.91,3.1
433,Assiniboia,97,CA,1576301395,97,49.63,-105.99,252.24,1.43
434,Olden,45,NO,1576301395,58,61.84,6.81,270.4,1.79
435,Terrace,90,CA,1576301395,89,54.52,-128.61,273.5,2.6
436,Hojai,5,IN,1576301396,71,26.0,92.85,295.78,1.24
437,Conde,31,BR,1576301396,78,-11.81,-37.61,299.44,4.05
438,Fuyu,0,CN,1576301396,83,47.79,124.46,263.13,2.96
439,Lensk,99,RU,1576301397,84,60.71,114.91,266.51,4.29
440,Portoferraio,0,IT,1576301397,63,42.81,10.31,285.24,3.1
441,Chitipa,7,MW,1576301397,83,-9.7,33.27,294.3,1.7
442,Shanghai,40,CN,1576301313,59,31.23,121.49,290.13,5.0
443,Burnie,81,AU,1576301397,39,-41.05,145.91,292.59,5.36
444,Gambela,100,ET,1576301398,61,8.25,34.59,299.46,1.77
445,Luganville,75,VU,1576301398,69,-15.51,167.18,301.15,3.1
446,Talcahuano,75,CL,1576301398,100,-36.72,-73.12,286.15,2.1
447,Jalu,0,LY,1576301398,35,29.03,21.55,284.63,6.76
448,Ucluelet,82,CA,1576301116,93,48.94,-125.55,277.37,1.93
449,Fecamp,90,FR,1576301399,61,49.76,0.37,281.07,14.4
450,Rudnya,4,RU,1576301399,90,50.8,44.56,266.72,4.33
451,Murgab,90,TM,1576301399,51,37.5,61.97,275.15,3.1
452,Orlik,75,PL,1576301399,96,53.95,17.74,273.8,5.7
453,Sheffield,75,GB,1576301286,86,53.38,-1.47,276.66,10.3
454,Doha,32,QA,1576301400,73,25.29,51.53,295.13,2.6
455,Iralaya,5,HN,1576301401,76,15.0,-83.23,300.07,5.68
456,Waingapu,46,ID,1576301401,68,-9.65,120.26,302.57,3.64
457,Alice Springs,81,AU,1576301340,13,-23.7,133.88,306.15,4.6
458,Makaha,90,US,1576301402,83,21.47,-158.22,298.03,5.55
459,Bandarbeyla,76,SO,1576301402,76,9.49,50.81,299.58,6.41
460,Taltal,6,CL,1576301402,91,-25.41,-70.49,285.7,1.24
461,Kaltan,100,RU,1576301403,95,53.52,87.29,271.12,3.86
462,Shakawe,41,BW,1576301404,39,-18.36,21.84,301.55,4.59
463,Nokaneng,37,BW,1576301404,37,-19.66,22.19,301.58,5.31
464,Provideniya,100,RU,1576301405,88,64.42,-173.23,264.85,3.17
465,Sinnamary,91,GF,1576301405,82,5.38,-52.96,300.34,7.38
466,Borogontsy,64,RU,1576301406,92,62.67,131.17,241.0,4.71
467,Ballina,57,IE,1576301406,86,54.11,-9.15,276.21,3.58
468,Osakarovka,87,KZ,1576301406,93,50.56,72.58,261.33,0.97
469,Saskatoon,5,CA,1576301246,75,52.13,-106.66,247.78,1.0
470,Pallasovka,0,RU,1576301407,71,50.04,46.89,267.95,6.04
471,Nageshwari,82,BD,1576301407,45,25.94,89.71,296.47,1.06
472,Sydney Mines,20,CA,1576301407,78,46.24,-60.22,268.48,1.5
473,Gornopravdinsk,78,RU,1576301408,97,60.06,69.92,257.97,1.15
474,Kalabo,100,ZM,1576301408,68,-15.0,22.67,296.68,2.81
475,Teguldet,95,RU,1576301408,92,57.31,88.17,259.41,2.6
476,Novobirilyussy,96,RU,1576301408,93,56.95,90.69,261.27,1.97
477,Codrington,56,AU,1576301408,55,-28.95,153.24,302.56,7.7
478,Solnechnyy,15,RU,1576301409,97,50.72,136.64,255.33,1.09
479,Muros,75,ES,1576301409,93,42.77,-9.06,286.31,4.6
480,Lichinga,100,MZ,1576301409,92,-13.3,35.25,293.75,2.54
481,Wucheng,0,CN,1576301409,39,29.09,119.57,291.1,3.26
482,Plouzane,90,FR,1576301410,70,48.38,-4.62,282.93,4.6
483,Catalina,100,PE,1576301410,82,-13.57,-76.13,292.41,2.1
484,Nelson Bay,11,AU,1576301410,54,-32.72,152.14,298.47,7.2
485,Biak,92,ID,1576301410,76,-0.91,122.88,301.39,4.75
486,Kenai,1,US,1576301411,74,60.55,-151.26,273.24,6.7
487,Fredericksburg,90,US,1576301195,100,38.3,-77.46,277.35,2.37
488,Slyudyanka,76,RU,1576301411,74,51.66,103.72,269.73,1.28
489,Dudinka,40,RU,1576301123,75,69.41,86.18,246.15,7.0
490,Neon Karlovasion,75,GR,1576301412,82,37.79,26.7,285.29,9.3
491,Pacific Grove,90,US,1576301412,93,36.62,-121.92,286.12,3.1
492,Monroe,1,US,1576301412,86,41.91,-83.4,272.88,1.06
493,Teya,40,MX,1576301412,94,21.05,-89.07,296.56,2.6
494,Puerto Baquerizo Moreno,89,EC,1576301413,81,-0.9,-89.6,295.07,5.22
495,Ossora,78,RU,1576301413,68,59.24,163.07,259.7,2.3
496,Drumheller,100,CA,1576301413,54,51.47,-112.7,257.65,3.98
497,Tautira,75,PF,1576301414,74,-17.73,-149.15,299.99,1.0
498,Mangochi,100,MW,1576301414,82,-14.48,35.26,295.79,2.57
499,Calabozo,98,VE,1576301414,77,8.92,-67.43,297.27,1.92
500,Midland,1,US,1576301293,37,32.0,-102.08,284.76,3.1
501,Sangar,100,RU,1576301415,92,63.92,127.47,246.23,9.45
502,Margate,100,AU,1576301415,40,-43.03,147.26,289.37,2.24
503,Dezhou,98,CN,1576301416,30,37.45,116.31,280.39,2.97
504,Juxtlahuaca,30,MX,1576301416,70,17.43,-99.15,288.68,1.47
505,Icod de los Vinos,20,ES,1576301416,93,28.37,-16.71,288.42,1.0
506,Bontang,88,ID,1576301417,68,0.12,117.47,301.76,4.0
507,Aykhal,100,RU,1576301417,75,65.95,111.51,248.15,1.0
508,Thinadhoo,46,MV,1576301417,73,0.53,72.93,301.04,3.59
509,Koumac,97,NC,1576301417,76,-20.56,164.28,295.1,1.47
510,Vikindu,40,TZ,1576301418,94,-6.98,39.3,298.15,1.5
511,Isparta,75,TR,1576301418,100,37.77,30.56,277.15,2.1
512,Petropavlovsk-Kamchatskiy,40,RU,1576301418,58,53.05,158.65,271.15,4.0
513,Leshukonskoye,99,RU,1576301419,95,64.9,45.76,271.07,2.85
514,Biltine,73,TD,1576301419,24,14.53,20.93,293.04,2.78
515,Somerset East,30,ZA,1576301419,39,-32.72,25.59,296.92,4.09
516,College,1,US,1576301420,84,64.86,-147.8,259.69,0.76
517,Piacabucu,3,BR,1576301420,83,-10.41,-36.43,297.73,2.63
518,Laurel,90,US,1576301420,100,39.1,-76.85,278.95,2.62
519,Entre Rios,4,BR,1576301420,97,-11.94,-38.08,294.7,1.28
520,San Buenaventura,0,MX,1576301421,27,27.06,-101.55,292.55,3.28
521,Rognan,68,NO,1576301421,59,67.1,15.4,274.92,5.7
522,Arteaga,5,MX,1576301421,54,25.45,-100.85,281.87,1.78
523,Wanaka,85,NZ,1576301421,86,-44.7,169.14,278.48,3.66
524,High Level,90,CA,1576301422,83,58.52,-117.13,250.15,1.5
525,Carupano,28,VE,1576301422,98,10.67,-63.26,294.0,1.57
526,Vestmannaeyjar,79,IS,1576301238,78,63.44,-20.27,268.06,5.34
527,Pampierstad,0,ZA,1576301422,34,-27.78,24.69,300.83,8.54
528,Waddan,0,LY,1576301422,48,29.16,16.14,284.53,6.1
529,Angoram,97,PG,1576301423,65,-4.06,144.07,304.09,3.22
530,Port Hueneme,1,US,1576301322,82,34.15,-119.2,285.92,0.48
531,Cururupu,42,BR,1576301423,92,-1.82,-44.87,297.67,0.66
532,Salta,75,AR,1576301424,93,-24.79,-65.41,292.26,1.0
533,Barra Patuca,0,HN,1576301424,70,15.8,-84.28,299.92,3.33
534,Nome,1,US,1576301424,93,30.04,-94.42,285.25,2.23
535,Anqing,47,CN,1576301424,44,30.51,117.04,289.17,5.61
536,Gizo,20,IL,1576301424,62,31.8,34.94,285.2,4.1
537,Pishin,62,PK,1576301425,34,30.58,67.0,279.31,0.8
538,Chabahar,15,IR,1576301425,54,25.29,60.65,296.98,2.09
539,Jumla,55,NP,1576301425,82,29.28,82.18,274.66,1.76
540,Dunda,6,IN,1576301426,66,30.62,78.32,282.94,1.15
541,La Ronge,5,CA,1576301210,74,55.1,-105.3,243.15,1.5
542,Yeppoon,75,AU,1576301426,32,-23.13,150.74,310.15,5.7
543,Almaznyy,75,RU,1576301427,100,48.03,40.04,274.15,10.0
544,Lao Cai,52,VN,1576301427,53,22.48,103.95,295.32,1.49
545,Aswan,0,EG,1576301427,50,24.09,32.9,287.23,2.99
546,Kamaishi,75,JP,1576301427,86,39.28,141.86,278.15,1.0
547,Nanakuli,90,US,1576301428,83,21.39,-158.15,298.03,5.55
548,La Palma,59,CO,1576301428,93,5.36,-74.39,292.59,0.94
549,Batagay,0,RU,1576301428,94,67.65,134.64,235.84,1.08
